"순번","판정코드","보압+사출시간","사출시간","계량시간","공정시간","형폐시간","쿠션위치","보압절환위치","계량완료위치","형계위치","사출최대속도","사출최대압력","보압절환압력","최대배압","히터1","히터2","히터3","히터4","히터5","히터6","히터7","호퍼온도","금형온도1(외부온도1)","금형온도2(외부온도2)","금형온도3(외부온도3)","금형온도4(외부온도4)","금형온도5(외부온도5)","금형온도6(외부온도6)","금형온도7(외부온도7)","금형온도8(외부온도8)","금형온도9(외부온도9)","금형온도10(외부온도10)","SETTING_사출속도_1","SETTING_사출속도_2","SETTING_사출속도_3","SETTING_사출속도_4","SETTING_사출속도_5","SETTING_사출속도_6","SETTING_사출속도_7","SETTING_사출속도_8","SETTING_사출속도_9","SETTING_사출속도_10","SETTING_사출압력_1","SETTING_사출압력_2","SETTING_사출압력_3","SETTING_사출압력_4","SETTING_사출압력_5","SETTING_사출압력_6","SETTING_사출압력_7","SETTING_사출압력_8","SETTING_사출압력_9","SETTING_사출압력_10","SETTING_사출거리_1","SETTING_사출거리_2","SETTING_사출거리_3","SETTING_사출거리_4","SETTING_사출거리_5","SETTING_사출거리_6","SETTING_사출거리_7","SETTING_사출거리_8","SETTING_사출거리_9","SETTING_사출거리_10","SETTING_보압압력_1","SETTING_보압압력_2","SETTING_보압압력_3","SETTING_보압압력_4","SETTING_보압압력_5","SETTING_보압시간_1","SETTING_보압시간_2","SETTING_보압시간_3","SETTING_보압시간_4","SETTING_보압시간_5","SETTING_보압속도_1","SETTING_보압속도_2","SETTING_보압속도_3","SETTING_보압속도_4","SETTING_보압속도_5","SETTING_계량위치_1","SETTING_계량위치_2","SETTING_계량위치_3","SETTING_계량위치_4","SETTING_계량속도_1","SETTING_계량속도_2","SETTING_계량속도_3","SETTING_계량속도_4","SETTING_배압_1","SETTING_배압_2","SETTING_배압_3","SETTING_배압_4","SETTING_강제후퇴거리_1","SETTING_강제후퇴거리_2","SETTING_강제후퇴속도_1","SETTING_강제후퇴속도_2","SETTING_히터_1","SETTING_히터_2","SETTING_히터_3","SETTING_히터_4","SETTING_히터_5","SETTING_히터_6","SETTING_히터_7","SETTING_호퍼온도","SETTING_금형온도1(외부온도1)","SETTING_금형온도2(외부온도2)","SETTING_금형온도3(외부온도3)","SETTING_금형온도4(외부온도4)","SETTING_금형온도5(외부온도5)","SETTING_금형온도6(외부온도6)","SETTING_금형온도7(외부온도7)","SETTING_금형온도8(외부온도8)","SETTING_금형온도9(외부온도9)","SETTING_금형온도10(외부온도10)","SETTING_금형온도11(외부온도11)","SETTING_금형온도12(외부온도12)","SETTING_사출시간","SETTING_냉각시간","SETTING_사출지연시간","SETTING_계량지연시간"
135609,0,1.2,0.7,1.6,21.8,4.2,11.7,16.4,37.2,356.3,60.1,86.5,86.5,0,0,325.2,319.9,320,317,289.9,34.7,78.7,0,0,0,0,0,0,0,0,0,0,36,86,95,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
135612,0,1.2,0.7,1.9,49.8,4.2,11.6,16.4,37.1,356.3,67.5,87.1,87.1,0,0,325,320,320,317,290.1,34.7,78.7,0,0,0,0,0,0,0,0,0,0,36,86,95,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
135614,0,1.2,0.7,1.6,25.7,4.2,11.9,16.4,37.1,356.3,66.6,87.5,87.5,0,0,325.2,320,319.8,316.9,289.8,34.9,78.8,0,0,0,0,0,0,0,0,0,0,36,86,95,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
135616,0,1.2,0.7,1.9,22.3,4.2,11.6,16.4,37.1,356.3,65.9,86.7,86.7,0,0,325.4,320,319.7,316.9,289.7,34.8,78.7,0,0,0,0,0,0,0,0,0,0,36,86,95,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
135618,0,1.2,0.7,1.6,33,4.2,11.8,16.4,37.1,356.3,64.6,87.1,87.1,0,0,325.2,319.9,319.8,316.9,289.8,34.8,78.7,0,0,0,0,0,0,0,0,0,0,36,86,95,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
135620,0,1.2,0.7,1.8,21.6,4.2,11.8,16.4,37.1,356.3,59.8,87.1,87.1,0,0,325.5,319.9,319.9,316.9,289.8,34.8,78.7,0,0,0,0,0,0,0,0,0,0,36,86,95,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
135623,0,1.2,0.7,1.6,49.5,4.2,12,16.4,37.2,356.3,62.5,88.5,88.5,0,0,325.6,319.9,319.9,316.9,289.9,34.6,78.7,0,0,0,0,0,0,0,0,0,0,36,86,95,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
135625,0,1.2,0.7,1.7,21.8,4.2,11.8,16.4,37,356.3,58.1,87.2,87.2,0,0,325.7,319.9,319.8,316.8,289.7,34.7,78.7,0,0,0,0,0,0,0,0,0,0,36,86,95,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
135626,0,1.2,0.7,1.6,21.5,4.2,12.1,16.4,37.2,356.3,59.9,87.9,87.9,0,0,325.6,319.9,319.8,316.8,289.8,34.7,78.7,0,0,0,0,0,0,0,0,0,0,36,86,95,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
135629,0,1.2,0.7,1.8,21.4,4.2,11.8,16.4,37.1,356.3,67.1,87.5,87.5,0,0,325.4,320,319.8,316.9,289.9,34.7,78.7,0,0,0,0,0,0,0,0,0,0,36,86,95,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
135630,0,1.2,0.7,1.6,22,4.2,12,16.4,37.2,356.3,67.3,87.7,87.7,0,0,325.2,320,319.9,316.9,290,34.5,78.7,0,0,0,0,0,0,0,0,0,0,36,86,95,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
135632,0,1.2,0.7,1.8,21.9,4.2,11.9,16.4,37.1,356.3,66.8,87.9,87.9,0,0,325.1,320,320,317,290.1,34.5,78.8,0,0,0,0,0,0,0,0,0,0,36,86,95,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
135634,0,1.2,0.7,1.6,21.7,4.2,12.1,16.4,37.1,356.3,59.8,88.4,88.4,0,0,325.2,320,320,317,290.1,34.6,78.8,0,0,0,0,0,0,0,0,0,0,36,86,95,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
135636,0,1.2,0.7,1.8,21.7,4.2,11.6,16.4,37.1,356.3,67.7,86.4,86.4,0,0,325.1,320,320,317,290.2,34.6,78.8,0,0,0,0,0,0,0,0,0,0,36,86,95,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
135638,0,1.2,0.7,1.6,22.3,4.2,12,16.4,37.1,356.3,66.2,87.6,87.6,0,0,325,320,320,317,290.2,34.6,78.8,0,0,0,0,0,0,0,0,0,0,36,86,95,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
135639,0,1.2,0.7,1.8,21.9,4.2,11.8,16.4,37.1,356.3,61.4,87.9,87.9,0,0,324.9,320,320,317,290.2,34.7,78.8,0,0,0,0,0,0,0,0,0,0,36,86,95,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
135642,0,1.2,0.7,1.6,25.8,4.2,12,16.4,37.1,356.3,67,87.8,87.8,0,0,324.9,320,319.9,316.9,290.1,34.8,78.8,0,0,0,0,0,0,0,0,0,0,36,86,95,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
135643,0,1.2,0.7,1.9,31.5,4.2,11.5,16.4,37.1,356.3,67.1,86.6,86.6,0,0,325.1,319.9,320,316.9,290.1,34.8,78.8,0,0,0,0,0,0,0,0,0,0,36,86,95,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
135646,0,1.2,0.7,1.6,21.4,4.2,11.9,16.4,37.1,356.3,65.8,88,88,0,0,325.7,319.9,319.9,316.9,289.9,34.6,78.7,0,0,0,0,0,0,0,0,0,0,36,86,95,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
135647,0,1.2,0.7,1.8,21.1,4.2,11.7,16.4,37.1,356.2,67.2,87.3,87.3,0,0,325.7,319.9,319.9,316.9,289.9,34.7,78.7,0,0,0,0,0,0,0,0,0,0,36,86,95,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
135650,0,1.2,0.7,1.6,21.4,4.2,12,16.4,37.2,356.3,62,87.8,87.8,0,0,325.5,319.9,319.9,316.9,289.9,34.7,78.7,0,0,0,0,0,0,0,0,0,0,36,86,95,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
135651,0,1.2,0.7,1.8,21.1,4.2,11.5,16.4,37.1,356.3,68.1,86.5,86.5,0,0,325.2,320,320,316.9,289.9,34.7,78.7,0,0,0,0,0,0,0,0,0,0,36,86,95,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
135652,0,1.2,0.7,1.6,21.2,4.2,11.8,16.4,37.2,356.3,67.8,87,87,0,0,325,320,320,317,290,34.7,78.7,0,0,0,0,0,0,0,0,0,0,36,86,95,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
135657,0,1.2,0.7,1.8,63.6,4.2,11.4,16.4,37,356.3,67,86.5,86.5,0,0,324.9,320,320,317,290,34.7,78.7,0,0,0,0,0,0,0,0,0,0,36,86,95,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
135658,0,1.2,0.7,1.4,21.4,4.2,12,16.4,37.1,356.3,67.4,87.5,87.5,0,0,324.7,319.9,319.7,316.9,289.6,34.7,78.8,0,0,0,0,0,0,0,0,0,0,36,86,95,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
135659,0,1.2,0.7,1.9,21.9,4.2,11.5,16.4,37.1,356.3,61.3,86.4,86.4,0,0,325.1,320,319.7,316.9,289.6,34.5,78.8,0,0,0,0,0,0,0,0,0,0,36,86,95,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
135662,0,1.2,0.7,1.6,21.7,4.2,11.8,16.4,37.1,356.3,68.5,86.5,86.5,0,0,325.5,320,319.8,316.9,289.7,34.5,78.8,0,0,0,0,0,0,0,0,0,0,36,86,95,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
135663,0,1.2,0.7,1.9,27,4.2,11.7,16.4,37.1,356.3,65.6,87.7,87.7,0,0,325.6,319.9,319.9,317,289.9,34.6,78.8,0,0,0,0,0,0,0,0,0,0,36,86,95,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
135666,0,1.2,0.7,1.6,22,4.2,12.1,16.4,37.1,356.3,65.5,88.1,88.1,0,0,325.6,319.9,320.1,317,289.9,34.6,78.8,0,0,0,0,0,0,0,0,0,0,36,86,95,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
135667,0,1.2,0.7,1.8,28.9,4.2,11.5,16.4,37.1,356.3,62.6,87.1,87.1,0,0,325.8,319.9,320.1,317,290,34.6,78.8,0,0,0,0,0,0,0,0,0,0,36,86,95,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
135670,0,1.2,0.7,1.5,39.2,4.2,12,16.4,37.2,356.3,65.6,88.1,88.1,0,0,325.5,320,320.1,317,290,34.6,78.8,0,0,0,0,0,0,0,0,0,0,36,86,95,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
135672,0,1.2,0.7,1.7,21.2,4.2,11.9,16.4,37.1,356.3,65.7,88.2,88.2,0,0,325.6,320,319.9,316.9,289.9,34.5,78.8,0,0,0,0,0,0,0,0,0,0,36,86,95,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
135674,0,1.2,0.7,1.6,21.6,4.2,12.1,16.4,37.2,356.3,66.7,87.6,87.6,0,0,325.4,320,319.9,316.9,289.9,34.5,78.8,0,0,0,0,0,0,0,0,0,0,36,86,95,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
135676,0,1.2,0.7,1.8,23.8,4.2,11.9,16.4,37.1,356.3,66.4,87.9,87.9,0,0,325.4,320,319.9,316.9,289.9,34.5,78.8,0,0,0,0,0,0,0,0,0,0,36,86,95,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
135678,0,1.2,0.7,1.6,21.6,4.2,12.1,16.4,37.1,356.3,66.7,88.2,88.2,0,0,325.4,320,319.9,317,289.9,34.4,78.8,0,0,0,0,0,0,0,0,0,0,36,86,95,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
135679,0,1.2,0.7,1.8,21.7,4.2,11.7,16.4,37.1,356.3,61.1,87.9,87.9,0,0,325.3,320,320,317,290,34.4,78.8,0,0,0,0,0,0,0,0,0,0,36,86,95,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
135682,0,1.2,0.7,1.6,21.8,4.2,11.9,16.4,37.1,356.4,66.2,87.5,87.5,0,0,325.3,319.9,320,317,290.1,34.4,78.7,0,0,0,0,0,0,0,0,0,0,36,86,95,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
135683,0,1.2,0.7,1.8,27.4,4.2,11.6,16.4,37,356.3,65.6,87.2,87.2,0,0,325.2,319.9,320.1,317,290.1,34.4,78.7,0,0,0,0,0,0,0,0,0,0,36,86,95,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
135686,0,1.1,0.6,1.6,24.3,4.2,11.8,16.4,37.2,356.3,64.5,87,87,0,0,325.4,320,320,317,290.1,34.5,78.7,0,0,0,0,0,0,0,0,0,0,36,86,95,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
135687,0,1.2,0.7,1.8,22.1,4.2,11.7,16.4,37.1,356.3,62.1,87,87,0,0,325.5,320,320,316.9,290,34.6,78.7,0,0,0,0,0,0,0,0,0,0,36,86,95,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
135689,0,1.2,0.7,1.6,22.4,4.2,12,16.4,37.1,356.3,66.7,87.6,87.6,0,0,325.6,320,320,317,290,34.6,78.7,0,0,0,0,0,0,0,0,0,0,36,86,95,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
135691,0,1.2,0.7,1.7,22.2,4.2,11.6,16.4,37,356.3,68,86.6,86.6,0,0,325.6,320,320,317,290,34.6,78.7,0,0,0,0,0,0,0,0,0,0,36,86,95,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
135693,0,1.2,0.7,1.6,25.2,4.2,12,16.4,37.1,356.3,64.9,88,88,0,0,325.5,320,320,317,290,34.6,78.7,0,0,0,0,0,0,0,0,0,0,36,86,95,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
135695,0,1.2,0.6,1.8,29.5,4.2,11.7,16.4,37.1,356.3,56.6,87,87,0,0,325.6,320,320.1,317,290,34.6,78.7,0,0,0,0,0,0,0,0,0,0,36,86,95,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
135697,0,1.2,0.7,1.6,23.2,4.2,12,16.4,37.1,356.3,66.6,88.2,88.2,0,0,325.6,320,320,317,289.9,34.6,78.7,0,0,0,0,0,0,0,0,0,0,36,86,95,0,0,0,0,0,0,0,98,98,98,0,0,0,0,0,0,0,30,20,16.5,0,0,0,0,0,0,0,20,0,0,0,0,0.5,0,0,0,0,10,0,0,0,0,10,20,30,35,85,90,90,85,5,6,6,5,10,40,10,35,200,325,320,320,317,290,35,75,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0.1,0.2
